ClientID,NomClient,Sexe,Age,TrancheAge,Ville,Region,DateInscription,AncienneteJours,AncienneteAnnees,ClientType,TransactionID,DateVente,Annee,Mois,MoisNum,Trimestre,YearMonth,JourSemaine,EstWeekend,EstJourFerie,CategorieProduit,SousCategorie,Produit,Montant,Quantite,Remise,MontantRemise,MontantFinal,CoutAcquisition,Marge,ModePaiement,CanalVente,Recency,Frequency,Monetary,ScoreR,ScoreF,ScoreM,ScoreRFM,SegmentRFM,SegmentDetail,ActionRecommandee,Satisfaction,NPS,Commentaire,Campagne,CodePromo,PointsFidelite
CLT02833,"Mouna Kchaou",F,24,18-25,Ariana,"Grand Tunis",2022-12-07,1017,2.8,Occasionnel,TRX00000059,2025-09-19,2025,Septembre,9,Q3,2025-09,Vendredi,Non,Non,Jouets,Éducatif,"Éducatif 54",2737.02,3,0%,0,2737.02,410.553,684.255,D17,Téléphone,104,4,14036,4,1,2,412,Nouveaux,"Clients récents avec faible fréquence","Programme onboarding - Offre bienvenue",Satisfait,2,"Prix élevé",,,274
CLT01941,"Wael Kchaou",M,26,25-35,Tozeur,Sud,2022-01-29,426,1.2,Régulier,TRX00000060,2023-03-31,2023,Mars,3,Q1,2023-03,Vendredi,Non,Non,Maison,Meubles,"Meubles 53",9553.5,1,0%,0,9553.5,1433.025,2388.375,D17,"Réseaux sociaux",1007,10,86850,1,3,5,135,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Neutre,5,,Black_Friday,,955
CLT04023,"Fathi Gueddana",M,66,65+,Sousse,Centre,2022-05-14,923,2.5,Régulier,TRX00000061,2024-11-22,2024,Novembre,11,Q4,2024-11,Vendredi,Non,Non,Vêtements,Sport,"Sport 3",7368.75,1,0%,0,7368.75,1105.313,1842.188,Espèces,"Réseaux sociaux",405,8,47160,1,2,4,124,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Satisfait,5,,Back_to_school,,737
CLT01667,"Nadia Nciri",F,59,55-65,Gabès,Sud,2020-02-16,1982,5.4,Occasionnel,TRX00000062,2025-07-21,2025,Juillet,7,Q3,2025-07,Lundi,Non,Non,Beauté,Hygiène,"Hygiène 11",4496.64,4,0%,0,4496.64,674.496,1124.16,"Carte Bancaire",Téléphone,164,3,14052,4,1,2,412,Nouveaux,"Clients récents avec faible fréquence","Programme onboarding - Offre bienvenue","Très satisfait",7,"Excellent service",Back_to_school,,450
CLT03924,"Leila Dhraief",F,26,25-35,Kairouan,Centre,2020-10-27,607,1.7,Occasionnel,TRX00000063,2022-06-26,2022,Juin,6,Q2,2022-06,Dimanche,Oui,Non,Maison,Jardin,"Jardin 91",3963.04,2,0%,0,3963.04,594.456,990.76,"Paiement à la livraison","Magasin physique",1285,4,16864,1,1,3,113,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Satisfait,9,"Produit conforme",,,396
CLT00571,"Dorra Jebali",F,63,55-65,Siliana,Nord,2021-11-29,192,0.5,Occasionnel,TRX00000064,2022-06-09,2022,Juin,6,Q2,2022-06,Jeudi,Non,Non,Vêtements,Femme,"Femme 84",2668.68,1,25%,667.17,2001.51,300.227,500.378,Flouci,"Magasin physique",1302,3,9531,1,1,2,112,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Satisfait,9,"Produit conforme",Back_to_school,PROMO52,200
CLT04812,"Amel Sassi",F,31,25-35,Nabeul,Nord,2020-08-17,1718,4.7,Régulier,TRX00000065,2025-05-01,2025,Mai,5,Q2,2025-05,Jeudi,Non,Non,Maison,Cuisine,"Cuisine 66",10369.39,4,0%,0,10369.39,1555.409,2592.348,D17,"Site web",245,9,104859,3,2,5,325,ÀSurveiller,"Comportement mixte","Observation et segmentation affinée",Insatisfait,1,"Attente longue",Back_to_school,,1037
CLT00566,"Sana Ben Salem",F,27,25-35,Gafsa,Sud,2020-01-30,734,2,Régulier,TRX00000066,2022-02-02,2022,Février,2,Q1,2022-02,Mercredi,Non,Non,Beauté,Parfum,"Parfum 85",4017.55,3,0%,0,4017.55,602.633,1004.388,Flouci,"Réseaux sociaux",1429,4,16916,1,1,3,113,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Neutre,1,"Prix élevé",,,402
CLT03594,"Hedi Yahyaoui",M,38,35-45,"Le Kef",Nord,2020-01-31,1895,5.2,Fidèle,TRX00000067,2025-04-09,2025,Avril,4,Q2,2025-04,Mercredi,Non,Non,Vêtements,Accessoires,"Accessoires 68",24727.01,2,0%,0,24727.01,3709.052,6181.753,Flouci,"Réseaux sociaux",267,19,394801,3,4,5,345,Fidèles,"Clients fidèles avec bon potentiel","Upselling et cross-selling",Neutre,4,"Livraison rapide",Ramadan,,2473
CLT01695,"Nadia Saidi",F,48,45-55,Tozeur,Sud,2020-06-01,1649,4.5,Fidèle,TRX00000068,2024-12-06,2024,Décembre,12,Q4,2024-12,Vendredi,Non,Non,Jouets,Puzzle,"Puzzle 44",13028.4,1,0%,0,13028.4,1954.26,3257.1,"Paiement à la livraison",Téléphone,391,10,148050,1,3,5,135,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Satisfait,7,,Nouvel_An,,1303
CLT04421,"Nabil Ben Amor",M,52,45-55,Kasserine,Centre,2023-09-12,592,1.6,Fidèle,TRX00000069,2025-04-26,2025,Avril,4,Q2,2025-04,Samedi,Oui,Non,Beauté,Cheveux,"Cheveux 87",18598.58,2,0%,0,18598.58,2789.787,4649.645,Flouci,"Site web",250,11,224818,3,3,5,335,Fidèles,"Clients fidèles avec bon potentiel","Upselling et cross-selling",Satisfait,1,"Prix élevé",Ramadan,,1860
CLT00126,"Dorra Lahmar",F,70,65+,Manouba,"Grand Tunis",2021-09-23,1288,3.5,Régulier,TRX00000070,2025-04-03,2025,Avril,4,Q2,2025-04,Jeudi,Non,Non,Électronique,Laptop,"Laptop 13",3729.6,1,0%,0,3729.6,559.44,932.4,Virement,"Site web",273,7,31080,2,2,4,224,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Satisfait,9,"Livraison rapide",Back_to_school,,373
CLT03670,"Slim Nciri",M,40,35-45,Gabès,Sud,2022-04-04,33,0.1,Fidèle,TRX00000071,2022-05-07,2022,Mai,5,Q2,2022-05,Samedi,Oui,Non,Livres,Professionnel,"Professionnel 58",12758.88,4,0%,0,12758.88,1913.832,3189.72,D17,"Magasin physique",1335,8,89536,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Insatisfait,3,"Prix élevé",Soldes_été,,1276
CLT01239,"Rania Feki",F,48,45-55,Ariana,"Grand Tunis",2022-07-06,756,2.1,VIP,TRX00000072,2024-07-31,2024,Juillet,7,Q3,2024-07,Mercredi,Non,Non,Livres,Scolaire,"Scolaire 13",36261.12,3,0%,0,36261.12,5439.168,9065.28,"Paiement à la livraison","Site web",519,21,1001952,1,5,5,155,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale","Très satisfait",8,"Livraison rapide",Soldes_été,,3626
CLT01915,"Sawsen Hammami",F,51,45-55,Mahdia,Centre,2021-05-07,374,1,Occasionnel,TRX00000073,2022-05-16,2022,Mai,5,Q2,2022-05,Lundi,Non,Non,Sport,Fitness,"Fitness 78",3854.59,2,0%,0,3854.59,578.189,963.648,Flouci,Téléphone,1326,2,8662,1,1,2,112,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Satisfait,0,,Black_Friday,PROMO68,385
CLT00351,"Slim Gueddana",M,29,25-35,Kebili,Sud,2023-04-10,880,2.4,VIP,TRX00000074,2025-09-06,2025,Septembre,9,Q3,2025-09,Samedi,Oui,Non,Vêtements,Accessoires,"Accessoires 16",17364.8,1,0%,0,17364.8,2604.72,4341.2,Virement,"Magasin physique",117,32,694592,4,5,5,455,Champions,"Meilleurs clients - Récents, fréquents, dépensiers","Récompenser fidélité - Programme VIP exclusif","Très satisfait",8,,Back_to_school,,1736
CLT01652,"Ahmed Gharbi",M,70,65+,Kebili,Sud,2022-06-27,604,1.7,VIP,TRX00000075,2024-02-21,2024,Février,2,Q1,2024-02,Mercredi,Non,Non,Électronique,Casque,"Casque 76",26321.5,2,0%,0,26321.5,3948.225,6580.375,"Carte Bancaire","Site web",680,48,1035600,1,5,5,155,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Neutre,10,,Fête_des_mères,,2632
CLT00001,"Youssef Yahyaoui",M,24,18-25,Sousse,Centre,2022-07-15,238,0.7,VIP,TRX00000076,2023-03-10,2023,Mars,3,Q1,2023-03,Vendredi,Non,Non,Vêtements,Femme,"Femme 32",42379.13,4,0%,0,42379.13,6356.87,10594.783,"Carte Bancaire","Magasin physique",1028,28,1333276,1,5,5,155,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Insatisfait,1,,Nouvel_An,PROMO91,4238
CLT02188,"Ali Lahmar",M,31,25-35,Sousse,Centre,2020-06-06,1846,5.1,VIP,TRX00000077,2025-06-26,2025,Juin,6,Q2,2025-06,Jeudi,Non,Non,Alimentation,Viande,"Viande 96",49297.35,1,21%,10352.444,38944.906,5841.736,9736.227,"Carte Bancaire",Téléphone,189,18,687870,3,4,5,345,Fidèles,"Clients fidèles avec bon potentiel","Upselling et cross-selling","Très insatisfait",2,"Livraison rapide",Fête_des_mères,,3894
CLT00873,"Khaled Oueslati",M,47,45-55,Béja,Nord,2022-04-06,807,2.2,Occasionnel,TRX00000078,2024-06-21,2024,Juin,6,Q2,2024-06,Vendredi,Non,Non,Électronique,Smartphone,"Smartphone 65",6079.2,1,0%,0,6079.2,911.88,1519.8,"Carte Bancaire","Site web",559,2,11920,1,1,2,112,Fuyants,"Clients peu engagés","Analyse besoins ou abandon","Très insatisfait",1,,Fête_des_mères,,608
CLT04819,"Bilel Zouari",M,22,18-25,Médenine,Sud,2020-02-26,1953,5.4,Régulier,TRX00000079,2025-07-02,2025,Juillet,7,Q3,2025-07,Mercredi,Non,Non,Beauté,Maquillage,"Maquillage 4",6996.24,4,0%,0,6996.24,1049.436,1749.06,"Paiement à la livraison","Réseaux sociaux",183,9,76788,3,2,5,325,ÀSurveiller,"Comportement mixte","Observation et segmentation affinée",Neutre,5,"Produit conforme",Ramadan,,700
CLT04863,"Sonia Tlili",F,38,35-45,"Ben Arous","Grand Tunis",2021-11-13,1001,2.7,Fidèle,TRX00000080,2024-08-10,2024,Août,8,Q3,2024-08,Samedi,Oui,Non,Beauté,Soin,"Soin 32",12794.4,2,0%,0,12794.4,1919.16,3198.6,D17,"Magasin physique",509,8,85296,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Neutre,4,"Produit conforme",Soldes_été,,1279
CLT01698,"Nour Sassi",F,34,25-35,Tataouine,Sud,2020-10-15,1431,3.9,Occasionnel,TRX00000081,2024-09-15,2024,Septembre,9,Q3,2024-09,Dimanche,Oui,Non,Sport,Fitness,"Fitness 20",5676.44,5,0%,0,5676.44,851.466,1419.11,D17,"Magasin physique",473,3,17556,1,1,3,113,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très insatisfait",3,"Produit conforme",Black_Friday,,568
CLT04816,"Hatem Chaari",M,44,35-45,Béja,Nord,2020-01-22,1886,5.2,Régulier,TRX00000082,2025-03-22,2025,Mars,3,Q1,2025-03,Samedi,Oui,Non,Sport,Natation,"Natation 22",7192.78,4,0%,0,7192.78,1078.917,1798.195,Flouci,"Réseaux sociaux",285,6,51996,2,2,5,225,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Insatisfait,4,,,,719
CLT03010,"Hatem Mansouri",M,36,35-45,Kebili,Sud,2020-05-30,778,2.1,Occasionnel,TRX00000083,2022-07-17,2022,Juillet,7,Q3,2022-07,Dimanche,Oui,Non,Sport,Vélos,"Vélos 58",3453.21,2,0%,0,3453.21,517.982,863.303,"Carte Bancaire","Application mobile",1264,3,9333,1,1,2,112,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Neutre,0,,Ramadan,,345
CLT04280,"Jamel Dahmani",M,37,35-45,Béja,Nord,2022-01-02,792,2.2,Régulier,TRX00000084,2024-03-04,2024,Mars,3,Q1,2024-03,Lundi,Non,Non,Vêtements,Accessoires,"Accessoires 18",6538.4,1,0%,0,6538.4,980.76,1634.6,D17,"Site web",668,6,49038,1,2,4,124,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Insatisfait,2,,Soldes_été,,654
CLT01077,"Marwen Chaabane",M,56,55-65,"Ben Arous","Grand Tunis",2021-05-02,1210,3.3,Régulier,TRX00000085,2024-08-24,2024,Août,8,Q3,2024-08,Samedi,Oui,Non,Beauté,Hygiène,"Hygiène 21",12480.81,5,0%,0,12480.81,1872.122,3120.203,Flouci,"Magasin physique",495,8,81176,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très insatisfait",4,"Livraison rapide",Soldes_été,,1248
CLT01621,"Rami Ben Salem",M,50,45-55,Tozeur,Sud,2021-10-16,407,1.1,Régulier,TRX00000086,2022-11-27,2022,Novembre,11,Q4,2022-11,Dimanche,Oui,Non,Sport,Natation,"Natation 22",5599.52,2,0%,0,5599.52,839.928,1399.88,"Carte Bancaire","Site web",1131,5,35440,1,2,4,124,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très satisfait",0,"Produit conforme",Fête_des_mères,PROMO58,560
CLT04448,"Lotfi Mansouri",M,72,65+,Tunis,"Grand Tunis",2021-04-06,980,2.7,Régulier,TRX00000087,2023-12-12,2023,Décembre,12,Q4,2023-12,Mardi,Non,Non,Électronique,Accessoires,"Accessoires 3",7914.69,3,16%,1266.35,6648.34,997.251,1662.085,Espèces,Téléphone,751,9,59859,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très insatisfait",7,,Back_to_school,,665
CLT00718,"Nour El Amri",F,52,45-55,Médenine,Sud,2021-01-06,734,2,Régulier,TRX00000088,2023-01-10,2023,Janvier,1,Q1,2023-01,Mardi,Non,Non,Jouets,Poupées,"Poupées 73",8849.62,3,0%,0,8849.62,1327.443,2212.405,D17,"Magasin physique",1087,8,70096,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très insatisfait",7,,,PROMO22,885
CLT01082,"Sawsen Ben Ali",F,70,65+,Kebili,Sud,2021-12-29,50,0.1,Régulier,TRX00000089,2022-02-17,2022,Février,2,Q1,2022-02,Jeudi,Non,Non,Beauté,Maquillage,"Maquillage 33",8476.56,3,0%,0,8476.56,1271.484,2119.14,D17,"Site web",1414,8,94184,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très satisfait",5,"Livraison rapide",Black_Friday,,848
CLT03626,"Hanen Mejri",F,69,65+,"Sidi Bouzid",Centre,2022-11-22,231,0.6,Occasionnel,TRX00000090,2023-07-11,2023,Juillet,7,Q3,2023-07,Mardi,Non,Non,Sport,Natation,"Natation 17",2750.94,4,0%,0,2750.94,412.641,687.735,"Carte Bancaire","Site web",905,3,8874,1,1,2,112,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Insatisfait,0,"Excellent service",Nouvel_An,,275
CLT01607,"Iheb Baccar",M,44,35-45,"Ben Arous","Grand Tunis",2020-11-22,852,2.3,Occasionnel,TRX00000091,2023-03-24,2023,Mars,3,Q1,2023-03,Vendredi,Non,Non,Livres,Enfant,"Enfant 2",2019.91,4,0%,0,2019.91,302.987,504.978,Flouci,"Réseaux sociaux",1014,1,2767,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Satisfait,7,"Prix élevé",Soldes_été,,202
CLT01143,"Ines Nciri",F,46,45-55,Tunis,"Grand Tunis",2021-09-01,152,0.4,Occasionnel,TRX00000092,2022-01-31,2022,Janvier,1,Q1,2022-01,Lundi,Non,Non,Maison,Meubles,"Meubles 90",2524.83,1,0%,0,2524.83,378.725,631.208,Virement,Téléphone,1431,3,9837,1,1,2,112,Fuyants,"Clients peu engagés","Analyse besoins ou abandon","Très insatisfait",10,"Prix élevé",Black_Friday,,252
CLT02335,"Khaled Ferchichi",M,60,55-65,Tozeur,Sud,2021-04-02,831,2.3,Occasionnel,TRX00000093,2023-07-12,2023,Juillet,7,Q3,2023-07,Mercredi,Non,Non,Électronique,Accessoires,"Accessoires 36",4457.4,2,0%,0,4457.4,668.61,1114.35,Virement,"Application mobile",904,1,5865,1,1,2,112,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Satisfait,5,"Prix élevé",Back_to_school,,446
CLT03221,"Rim Gueddana",F,52,45-55,Nabeul,Nord,2021-12-01,892,2.4,Régulier,TRX00000094,2024-05-11,2024,Mai,5,Q2,2024-05,Samedi,Oui,Non,Beauté,Maquillage,"Maquillage 91",6746.01,1,8%,539.681,6206.329,930.949,1551.582,"Paiement à la livraison","Magasin physique",600,7,43323,1,2,4,124,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Neutre,2,,Back_to_school,,621
CLT03932,"Fathi Dhraief",M,48,45-55,Béja,Nord,2021-08-24,1237,3.4,Occasionnel,TRX00000095,2025-01-12,2025,Janvier,1,Q1,2025-01,Dimanche,Oui,Non,Électronique,Accessoires,"Accessoires 85",2573.49,4,0%,0,2573.49,386.024,643.373,D17,Téléphone,354,1,2361,2,1,1,211,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Satisfait,4,,Ramadan,,257
CLT00598,"Fathi Chaari",M,64,55-65,Zaghouan,Nord,2023-07-08,795,2.2,VIP,TRX00000096,2025-09-10,2025,Septembre,9,Q3,2025-09,Mercredi,Non,Non,Jouets,Poupées,"Poupées 99",53326.08,4,0%,0,53326.08,7998.912,13331.52,"Paiement à la livraison","Site web",113,19,938144,4,4,5,445,Champions,"Meilleurs clients - Récents, fréquents, dépensiers","Récompenser fidélité - Programme VIP exclusif","Très insatisfait",1,"Livraison rapide",Fête_des_mères,,5333
CLT02804,"Leila Chaari",F,48,45-55,Kasserine,Centre,2022-05-06,1335,3.7,Fidèle,TRX00000097,2025-12-31,2025,Décembre,12,Q4,2025-12,Mercredi,Non,Non,Livres,Professionnel,"Professionnel 64",20489.04,5,0%,0,20489.04,3073.356,5122.26,"Carte Bancaire",Téléphone,1,9,209547,5,2,5,525,Nouveaux,"Clients récents avec faible fréquence","Programme onboarding - Offre bienvenue",Insatisfait,4,"Produit conforme",Fête_des_mères,,2049
CLT02008,"Eya Ben Ali",F,25,25-35,Sousse,Centre,2020-07-07,1914,5.2,Fidèle,TRX00000098,2025-10-03,2025,Octobre,10,Q4,2025-10,Vendredi,Non,Non,Vêtements,Accessoires,"Accessoires 12",15423.1,3,0%,0,15423.1,2313.465,3855.775,"Paiement à la livraison","Application mobile",90,11,154231,5,3,5,535,Fidèles,"Clients fidèles avec bon potentiel","Upselling et cross-selling",Satisfait,8,,Soldes_été,,1542
CLT03978,"Kais Chaari",M,53,45-55,Bizerte,Nord,2022-01-18,180,0.5,Fidèle,TRX00000099,2022-07-17,2022,Juillet,7,Q3,2022-07,Dimanche,Oui,Non,Livres,Enfant,"Enfant 21",10438.08,1,0%,0,10438.08,1565.712,2609.52,Flouci,Téléphone,1264,12,130476,1,3,5,135,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Neutre,8,"Attente longue",Soldes_été,,1044
CLT00822,"Faten Jaziri",F,53,45-55,Kebili,Sud,2022-05-06,818,2.2,Régulier,TRX00000100,2024-08-01,2024,Août,8,Q3,2024-08,Jeudi,Non,Non,Beauté,Maquillage,"Maquillage 33",5753.57,4,0%,0,5753.57,863.036,1438.393,Virement,"Application mobile",518,5,36415,1,2,4,124,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Satisfait,6,"Attente longue",Ramadan,,575
CLT02823,"Nabil Ben Salem",M,59,55-65,Sfax,Centre,2022-10-13,437,1.2,Occasionnel,TRX00000101,2023-12-24,2023,Décembre,12,Q4,2023-12,Dimanche,Oui,Non,Vêtements,Accessoires,"Accessoires 63",3939,1,0%,0,3939,590.85,984.75,"Carte Bancaire","Site web",739,3,15756,1,1,3,113,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Satisfait,9,"Livraison rapide",Nouvel_An,,394
CLT02303,"Nour Trabelsi",F,54,45-55,Gabès,Sud,2022-07-16,762,2.1,Occasionnel,TRX00000102,2024-08-16,2024,Août,8,Q3,2024-08,Vendredi,Non,Non,Vêtements,Enfant,"Enfant 85",5316.3,3,0%,0,5316.3,797.445,1329.075,"Paiement à la livraison","Réseaux sociaux",503,3,16110,1,1,3,113,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très satisfait",2,,Soldes_été,,532
CLT01815,"Rami Mansouri",M,66,65+,Sfax,Centre,2021-01-16,1414,3.9,Régulier,TRX00000103,2024-11-30,2024,Novembre,11,Q4,2024-11,Samedi,Oui,Non,Maison,Cuisine,"Cuisine 87",9560.72,4,0%,0,9560.72,1434.108,2390.18,"Paiement à la livraison","Site web",397,7,64351,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très satisfait",0,,Nouvel_An,,956
CLT02687,"Ali Saidi",M,54,45-55,"Le Kef",Nord,2021-06-17,1407,3.9,VIP,TRX00000104,2025-04-24,2025,Avril,4,Q2,2025-04,Jeudi,Non,Non,Livres,Religion,"Religion 62",33096.96,4,0%,0,33096.96,4964.544,8274.24,"Paiement à la livraison",Téléphone,252,43,1395264,3,5,5,355,Fidèles,"Clients fidèles avec bon potentiel","Upselling et cross-selling",Insatisfait,3,"Attente longue",Back_to_school,,3310
CLT00812,"Tarek Chaari",M,50,45-55,Siliana,Nord,2021-08-18,284,0.8,Occasionnel,TRX00000105,2022-05-29,2022,Mai,5,Q2,2022-05,Dimanche,Oui,Non,Électronique,Laptop,"Laptop 31",1489.67,3,0%,0,1489.67,223.451,372.418,Espèces,"Application mobile",1313,3,4911,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Neutre,1,"Livraison rapide",Black_Friday,,149
CLT01823,"Salma Nciri",F,33,25-35,Siliana,Nord,2020-05-17,1187,3.3,Occasionnel,TRX00000106,2023-08-17,2023,Août,8,Q3,2023-08,Jeudi,Non,Non,Vêtements,Sport,"Sport 19",7619.3,4,0%,0,7619.3,1142.895,1904.825,Flouci,"Site web",868,3,17583,1,1,3,113,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très satisfait",8,"Produit conforme",Back_to_school,,762
CLT00314,"Hanen Chaabane",F,69,65+,Kairouan,Centre,2021-09-22,1516,4.2,Occasionnel,TRX00000107,2025-11-16,2025,Novembre,11,Q4,2025-11,Dimanche,Oui,Non,Maison,Cuisine,"Cuisine 60",1336.8,4,0%,0,1336.8,200.52,334.2,Espèces,"Magasin physique",46,4,4456,5,1,1,511,Nouveaux,"Clients récents avec faible fréquence","Programme onboarding - Offre bienvenue","Très satisfait",5,"Attente longue",Back_to_school,,134
CLT03035,"Hedi El Amri",M,64,55-65,Kasserine,Centre,2022-07-29,1010,2.8,Occasionnel,TRX00000108,2025-05-04,2025,Mai,5,Q2,2025-05,Dimanche,Oui,Non,Sport,Natation,"Natation 49",2301.82,1,0%,0,2301.82,345.273,575.455,Espèces,"Magasin physique",242,1,3242,3,1,1,311,ÀSurveiller,"Comportement mixte","Observation et segmentation affinée","Très satisfait",9,"Prix élevé",Black_Friday,,230
CLT03359,"Amine Dahmani",M,60,55-65,Kasserine,Centre,2021-02-15,1290,3.5,Fidèle,TRX00000109,2024-08-28,2024,Août,8,Q3,2024-08,Mercredi,Non,Non,Livres,Enfant,"Enfant 73",10529.4,2,0%,0,10529.4,1579.41,2632.35,D17,Téléphone,491,10,96600,1,3,5,135,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Satisfait,0,,Back_to_school,,1053
CLT01908,"Amel Sassi",F,27,25-35,Kasserine,Centre,2020-01-19,742,2,Fidèle,TRX00000110,2022-01-30,2022,Janvier,1,Q1,2022-01,Dimanche,Oui,Non,Maison,Meubles,"Meubles 74",22438.24,1,0%,0,22438.24,3365.736,5609.56,"Paiement à la livraison","Réseaux sociaux",1432,17,312664,1,4,5,145,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale","Très insatisfait",5,,Black_Friday,PROMO34,2244
CLT01924,"Leila Oueslati",F,59,55-65,Kasserine,Centre,2023-10-24,545,1.5,Occasionnel,TRX00000111,2025-04-21,2025,Avril,4,Q2,2025-04,Lundi,Non,Non,Jouets,Poupées,"Poupées 98",1103.83,4,25%,275.958,827.872,124.181,206.968,D17,"Application mobile",255,1,1213,3,1,1,311,ÀSurveiller,"Comportement mixte","Observation et segmentation affinée","Très insatisfait",7,,Fête_des_mères,PROMO49,83
CLT04840,"Khadija Yahyaoui",F,21,18-25,Ariana,"Grand Tunis",2023-07-16,194,0.5,Fidèle,TRX00000112,2024-01-26,2024,Janvier,1,Q1,2024-01,Vendredi,Non,Non,Beauté,Hygiène,"Hygiène 3",13764.3,5,0%,0,13764.3,2064.645,3441.075,"Carte Bancaire",Téléphone,706,8,128040,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Satisfait,5,"Livraison rapide",,,1376
CLT02586,"Sirine Gharbi",F,31,25-35,Gafsa,Sud,2022-09-18,274,0.8,Occasionnel,TRX00000113,2023-06-19,2023,Juin,6,Q2,2023-06,Lundi,Non,Non,Électronique,Accessoires,"Accessoires 8",3550.62,5,25%,887.655,2662.965,399.445,665.741,"Carte Bancaire","Site web",927,1,3481,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Satisfait,4,,Fête_des_mères,,266
CLT00555,"Sami Guesmi",M,58,55-65,Sfax,Centre,2023-09-05,499,1.4,Régulier,TRX00000114,2025-01-16,2025,Janvier,1,Q1,2025-01,Jeudi,Non,Non,Beauté,Cheveux,"Cheveux 67",7809.43,2,0%,0,7809.43,1171.415,1952.358,Flouci,"Site web",350,4,27644,2,1,3,213,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Satisfait,6,"Attente longue",,PROMO92,781
CLT02682,"Tarek Karray",M,29,25-35,Tunis,"Grand Tunis",2020-01-28,834,2.3,Régulier,TRX00000115,2022-05-11,2022,Mai,5,Q2,2022-05,Mercredi,Non,Non,Beauté,Hygiène,"Hygiène 84",11333.28,5,0%,0,11333.28,1699.992,2833.32,Virement,"Application mobile",1331,10,101190,1,3,5,135,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Insatisfait,8,"Livraison rapide",Nouvel_An,,1133
CLT01916,"Mariem Ben Salem",F,51,45-55,Ariana,"Grand Tunis",2020-04-06,1062,2.9,Fidèle,TRX00000116,2023-03-04,2023,Mars,3,Q1,2023-03,Samedi,Oui,Non,Alimentation,Légumes,"Légumes 42",26848.8,1,0%,0,26848.8,4027.32,6712.2,Virement,"Magasin physique",1034,8,195264,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Insatisfait,0,"Produit conforme",Soldes_été,PROMO79,2685
